developer_name,project_name,property_type,rooms_count,area,price_total,price_per_m2,floor,completion_year,address,district
ТОЧНО,Патрики,Квартира,4,95.6,12877000.0,134700.0,13,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,DOGMA PARK,Квартира,1,46.7,7818000.0,167400.0,24,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
DOGMA,ПАРК ПОБЕДЫ,Квартира,5,79.7,10584000.0,132800.0,21,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
Ava Dom,Новелла,Квартира,5,88.4,11368000.0,128600.0,2,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Фонтаны,Коммерческая Недвижимость,*,114.6,19299000.0,168400.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Тёплые края,Квартира,1,81.3,9463000.0,116400.0,15,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ССК,Ракурс,Квартира,5,106.0,14215000.0,134100.0,22,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
DOGMA,Рекорд2,Квартира,3,88.6,10694000.0,120700.0,5,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
СЕМЬЯ,Все Свои VIP,Квартира,5,100.2,13236000.0,132100.0,5,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
ССК,Фонтаны,Квартира,5,70.2,10748000.0,153100.0,21,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Тёплые края,Квартира,2,81.5,9747000.0,119600.0,25,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ТОЧНО,Васильевский остров,Коммерческая Недвижимость,*,57.8,9375000.0,162200.0,4,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
ТОЧНО,Патрики,Квартира,3,27.9,3373000.0,120900.0,4,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Квартира,4,65.3,8580000.0,131400.0,14,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
Ava Dom,The Grand Palace,Квартира,5,64.6,15110000.0,233900.0,22,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
Ava Dom,Смородина,Квартира,5,101.2,13571000.0,134100.0,8,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,DOGMA PARK,Квартира,3,51.6,9030000.0,175000.0,16,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
ССК,Сегодня,Квартира,5,52.1,6684000.0,128300.0,16,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
Ava Dom,Смородина,Коммерческая Недвижимость,*,76.9,11289000.0,146800.0,1,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
Ava Dom,Смородина,Квартира,3,63.8,8134000.0,127500.0,11,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Лучший,Квартира,4,116.2,15199000.0,130800.0,22,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,109.9,19518000.0,177600.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Дыхание,Квартира,2,55.6,6700000.0,120500.0,13,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,The Grand Palace,Коммерческая Недвижимость,*,65.2,14442000.0,221500.0,3,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
НЕОМЕТРИЯ,Айвазовский,Квартира,2,59.9,7589000.0,126700.0,21,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,Квартал САМОЛЁТ,Квартира,5,108.7,15066000.0,138600.0,14,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
Ava Dom,Небо,Квартира,4,71.7,9357000.0,130500.0,19,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,Рекорд2,Коммерческая Недвижимость,*,36.3,5336000.0,147000.0,2,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
СЕМЬЯ,Друзья,Квартира,4,110.5,14487000.0,131100.0,5,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
БЭЛ Девелопмент,Green Apple,Квартира,4,79.2,10272000.0,129700.0,11,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
Ava Dom,The Grand Palace,Апартаменты,*,114.1,23596000.0,206800.0,20,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Квартира,3,67.1,8099000.0,120700.0,5,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
DOGMA,REEDS,Квартира,5,46.0,7622000.0,165700.0,19,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,Квартал САМОЛЁТ,Квартира,4,90.5,12009000.0,132700.0,16,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
Ava Dom,Небо,Коммерческая Недвижимость,*,32.1,4664000.0,145300.0,1,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ССК,Сегодня,Коммерческая Недвижимость,*,70.6,9411000.0,133300.0,4,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,103.1,14980000.0,145300.0,3,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
DOGMA,МКР САМОЛЁТ,Квартира,2,86.3,10882000.0,126100.0,3,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
DOGMA,Рекорд2,Квартира,5,52.0,7160000.0,137700.0,18,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
DOGMA,Квартал САМОЛЁТ,Коммерческая Недвижимость,*,92.9,15691000.0,168900.0,3,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
Ava Dom,Режиссёр,Квартира,3,45.0,8478000.0,188400.0,8,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
БЭЛ Девелопмент,Green Apple,Апартаменты,*,114.1,14308000.0,125400.0,20,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
НЕОМЕТРИЯ,Айвазовский,Квартира,4,106.9,15105000.0,141300.0,7,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ТОЧНО,Патрики,Квартира,2,63.0,7573000.0,120200.0,1,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
Ava Dom,Смородина,Квартира,2,72.3,8633000.0,119400.0,23,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
СЕМЬЯ,Друзья,Апартаменты,*,53.1,6691000.0,126000.0,20,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
DOGMA,ПАРК ПОБЕДЫ,Коммерческая Недвижимость,*,52.7,8132000.0,154300.0,3,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
DOGMA,Рекорд2,Апартаменты,*,68.6,8554000.0,124700.0,21,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ССК,Фонтаны,Квартира,1,102.8,15081000.0,146700.0,14,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Все Свои VIP,Квартира,3,81.4,10476000.0,128700.0,1,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
DOGMA,МКР САМОЛЁТ,Квартира,1,28.8,3352000.0,116400.0,21,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
СЕМЬЯ,Все Свои Vip,Квартира,5,111.4,15462000.0,138800.0,14,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
СЕМЬЯ,Все Свои Vip,Квартира,5,79.6,10372000.0,130300.0,20,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
НЕОМЕТРИЯ,Айвазовский,Квартира,1,100.7,13413000.0,133200.0,22,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,МКР САМОЛЁТ,Квартира,5,25.6,3425000.0,133800.0,24,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
НЕОМЕТРИЯ,Южане,Квартира,4,117.6,15147000.0,128800.0,5,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
СЕМЬЯ,Друзья,Квартира,4,92.4,12289000.0,133000.0,22,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,109.8,14801000.0,134800.0,4,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
Ava Dom,Режиссёр,Квартира,3,84.2,16141000.0,191700.0,22,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Сердце,Квартира,1,36.0,4111000.0,114200.0,24,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
DOGMA,DOGMA PARK,Квартира,3,40.5,7015000.0,173200.0,9,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,86.3,11392000.0,132000.0,1,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
СЕМЬЯ,Все Свои Vip,Квартира,2,93.2,10895000.0,116900.0,4,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
НЕОМЕТРИЯ,Южане,Квартира,4,53.6,7525000.0,140400.0,24,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Коммерческая Недвижимость,*,74.2,11738000.0,158200.0,3,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Лучший,Квартира,2,98.0,11466000.0,117000.0,22,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
СЕМЬЯ,Друзья,Квартира,2,47.6,6088000.0,127900.0,2,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ТОЧНО,Патрики,Коммерческая Недвижимость,*,116.5,16986000.0,145800.0,3,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
